"id"	"repo"	"path"	"sha256"	"total"	"passed"	"failed"	"skipped"	"failing_tests"	"first_assertion_or_exception"	"classification"	"classification_source"	"successor_trx"	"reason"
"P04FR0011"	"server"	"TestResults/a1-r26-correction/a1-v9.trx"	"D45F821496533A1251F0334CC66E11506548E685B287AAE6D3BF2B67741A4561"	"139"	"137"	"2"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA1NormativeSqlProofTests.CompleteNormativeSqlFences_ExecuteAgainstCurrentMigration_AndLeaveNoSharedResidue(family: ""runtime""); TagEkyc.IntegrationTests.Tip88C1C6BA1NormativeSqlProofTests.CompleteNormativeSqlFences_ExecuteAgainstCurrentMigration_AndLeaveNoSharedResidue(family: ""core_identity"")"	"Npgsql.PostgresException : 08001: could not establish connection DETAIL: connection to server on socket ""/var/run/postgresql/.s.PGSQL.5432"" failed: FATAL: role ""postgres"" does not exist"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0012"	"server"	"TestResults/a1-r26-correction/arch-v7.trx"	"C6F645240BD7237E8546E0FEF1D4C7BB80F1F683184960645A6B3FDE3B6325C5"	"153"	"152"	"1"	"0"	"TagEkyc.ArchTests.Tip88C1C6BA1DispatchCatalogueTests.DispatchCatalogue_IsClosedAndBidirectionallyJoined"	"Catalogue relation has missing, extra, duplicate or mismatched edges."	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0013"	"server"	"TestResults/a1-r26-correction/arch-v8.trx"	"773A1B60E036A2DDECB8D1A0EDA2B2AD1E52D7254C6A9E8E939FA4A2331FBBE3"	"153"	"151"	"2"	"0"	"TagEkyc.ArchTests.Tip88C1C6BA1DispatchCatalogueTests.DispatchCatalogue_IsClosedAndBidirectionallyJoined; TagEkyc.ArchTests.DockerTestResourceLifecycleTests.PostgreSql_test_harnesses_do_not_leave_anonymous_data_volumes"	"Assert.Matches() Failure: Pattern not found in value Regex: ""\\bR07\\b"" Value: ""# TIP-88C1-C6B-A1 — Server Identity and Control Fo""···"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0014"	"server"	"TestResults/a1-r26-correction/integration-full-r1.trx"	"52019479EDC9AC41D8794C02FC0B74949071ECA455358D7820847DC1382DDF86"	"551"	"489"	"61"	"0"	"TagEkyc.IntegrationTests.Tip68ProdHsmSigningTests.RequireHardwareSigner_fails_closed_on_host_startup_without_pkcs11_backend; TagEkyc.IntegrationTests.Tip83ASigningKeyJwksTests.Jwks_previous_key_registry_fails_closed_for_unsafe_entries(caseName: ""private-d"", expectedCode: ""JWKS_PRIVATE_KEY_MATERIAL_FORBIDDEN""); TagEkyc.IntegrationTests.Tip84BHashedApiKeyStoreTests.Signing_configuration_error_is_not_masked_by_api_key_store; TagEkyc.IntegrationTests.Tip86DecisionThresholdConfigTests.Production_rejects_invalid_liveness_threshold_with_stable_code(configuredValue: ""-1""); TagEkyc.IntegrationTests.Tip86DecisionThresholdConfigTests.Production_rejects_invalid_liveness_threshold_with_stable_code(configuredValue: ""1.5""); TagEkyc.IntegrationTests.Tip83ASigningKeyJwksTests.Jwks_previous_key_registry_fails_closed_for_unsafe_entries(caseName: ""malformed-p256"", expectedCode: ""JWKS_PUBLIC_KEY_INVALID""); TagEkyc.IntegrationTests.Tip83BPostgresProductionInfraTests.Development_inmemory_persistence_still_starts; TagEkyc.IntegrationTests.Tip83ASigningKeyJwksTests.ProductionTrialP12_fails_closed_for_invalid_required_config(pathKind: ""missing"", secretRef: ""env:irrelevant"", keyId: ""tagekyc-es256-2026-v1"", expectedCode: ""PROD_SIGNING_P12_FILE_NOT_FOUND""); TagEkyc.IntegrationTests.Tip86DecisionThresholdConfigTests.Production_rejects_missing_liveness_threshold_after_face_match_is_present; TagEkyc.IntegrationTests.Tip83ASigningKeyJwksTests.Jwks_previous_key_registry_fails_closed_for_unsafe_entries(caseName: ""duplicate-current"", expectedCode: ""JWKS_DUPLICATE_KID""); TagEkyc.IntegrationTests.Tip83E3RetentionConfigTests.Production_rejects_invalid_retention_window_with_stable_code(configuredValue: ""-5""); TagEkyc.IntegrationTests.Tip83E1ReadinessEndpointTests.Readiness_reports_all_failure_codes_distinct_and_ordered; TagEkyc.IntegrationTests.Tip83ASigningKeyJwksTests.ProductionTrialP12_fails_closed_for_invalid_required_config(pathKind: ""valid"", secretRef: ""vault:irrelevant"", keyId: ""tagekyc-es256-2026-v1"", expectedCode: ""PROD_SIGNING_P12_PASSWORD_SECRET_REF_INVALID""); TagEkyc.IntegrationTests.Tip83E1ReadinessEndpointTests.Readiness_times_out_hung_async_checks_without_hanging_or_leaking; TagEkyc.IntegrationTests.Tip83E1ReadinessEndpointTests.RQ2_timeout_cancellation_quiesces_before_scope_disposal; TagEkyc.IntegrationTests.Tip86DecisionThresholdConfigTests.Production_rejects_invalid_face_match_threshold_with_stable_code(configuredValue: ""abc""); TagEkyc.IntegrationTests.Tip83E3RetentionConfigTests.Production_rejects_invalid_retention_window_with_stable_code(configuredValue: ""0""); TagEkyc.IntegrationTests.Tip83E1ReadinessEndpointTests.RQ4_normal_success_and_ordinary_database_failure_remain_unchanged; TagEkyc.IntegrationTests.Tip83E3RetentionConfigTests.Development_starts_without_retention_policy; TagEkyc.IntegrationTests.Tip83ASigningKeyJwksTests.ProductionTrialP12_fails_closed_for_invalid_required_config(pathKind: ""relative.p12"", secretRef: ""env:irrelevant"", keyId: ""tagekyc-es256-2026-v1"", expectedCode: ""PROD_SIGNING_P12_PATH_NOT_ABSOLUTE""); TagEkyc.IntegrationTests.Tip83E1ReadinessEndpointTests.Production_object_custody_host_matrix_is_fail_closed_without_removing_real_checks; TagEkyc.IntegrationTests.Tip86DecisionThresholdConfigTests.Production_rejects_invalid_face_match_threshold_with_stable_code(configuredValue: ""0.75""); TagEkyc.IntegrationTests.Tip68ProdHsmSigningTests.Pkcs11_backend_missing_config_fails_closed_on_host_startup_without_echoing_pin; TagEkyc.IntegrationTests.Tip83ASigningKeyJwksTests.ProductionTrialP12_fails_closed_for_invalid_required_config(pathKind: ""valid"", secretRef: ""env:irrelevant"", keyId: ""test-p12-es256-v1"", expectedCode: ""PROD_SIGNING_KEY_ID_INVALID""); TagEkyc.IntegrationTests.Tip83E1ReadinessEndpointTests.Readiness_maps_untyped_exceptions_to_generic_without_leaking_message; TagEkyc.IntegrationTests.Tip86DecisionThresholdConfigTests.Production_accepts_approved_threshold_value_and_binds_options(configuredValue: ""0.80""); TagEkyc.IntegrationTests.Tip83ASigningKeyJwksTests.ProductionTrialP12_fails_closed_for_invalid_required_config(pathKind: ""valid"", secretRef: ""env:irrelevant"", keyId: ""localdev-es256-v1"", expectedCode: ""PROD_SIGNING_KEY_ID_DEV_FORBIDDEN""); TagEkyc.IntegrationTests.Tip86DecisionThresholdConfigTests.Production_rejects_invalid_face_match_threshold_with_stable_code(configuredValue: ""1.5""); TagEkyc.IntegrationTests.Tip83ASigningKeyJwksTests.Jwks_previous_key_registry_fails_closed_for_unsafe_entries(caseName: ""missing-validity"", expectedCode: ""JWKS_PREVIOUS_KEY_VALIDITY_REQUIRED""); TagEkyc.IntegrationTests.Tip86DecisionThresholdConfigTests.Production_rejects_invalid_face_match_threshold_with_stable_code(configuredValue: ""0""); TagEkyc.IntegrationTests.Tip83E1ReadinessEndpointTests.RQ1_existing_two_second_timeout_semantics_remain_unchanged; TagEkyc.IntegrationTests.Tip88C1B2R2DurableCustodyEncryptionTests.R214_r2_owned_buffers_are_zeroized_and_source_stream_remains_caller_owned; TagEkyc.IntegrationTests.Tip84BHashedApiKeyStoreTests.Pepper_secret_ref_taxonomy_is_sanitized(secretRefKind: ""vault:missing"", expectedCode: ""PROD_APIKEY_PEPPER_SECRET_REF_INVALID""); TagEkyc.IntegrationTests.Tip83ASigningKeyJwksTests.ProductionTrialP12_fails_closed_for_invalid_required_config(pathKind: null, secretRef: ""env:irrelevant"", keyId: ""tagekyc-es256-2026-v1"", expectedCode: ""PROD_SIGNING_P12_PATH_REQUIRED""); TagEkyc.IntegrationTests.Tip86DecisionThresholdConfigTests.Production_accepts_approved_threshold_value_and_binds_options(configuredValue: ""0.8""); TagEkyc.IntegrationTests.Tip88AE2PolicyPermitTtlConfigTests.Readiness_reports_invalid_permit_ttl_bounds_without_startup_failfast_or_value_leak; TagEkyc.IntegrationTests.Tip83ASigningKeyJwksTests.ProductionTrialP12_starts_self_tests_and_serves_current_plus_previous_public_jwks; TagEkyc.IntegrationTests.Tip88AE2PolicyPermitTtlConfigTests.Catalog_approve_revalidates_persisted_ttl_against_rebuilt_provider_bounds; TagEkyc.IntegrationTests.Tip83BPostgresProductionInfraTests.Production_startup_accepts_secret_ref_postgres_after_signing_self_test_and_readiness; TagEkyc.IntegrationTests.Tip83E1ReadinessEndpointTests.Readiness_returns_ready_with_no_store_headers_when_all_checks_pass; TagEkyc.IntegrationTests.Tip68ProdHsmSigningTests.Unknown_backend_fails_closed_on_host_startup; TagEkyc.IntegrationTests.Tip88AE2PolicyPermitTtlConfigTests.Readiness_accepts_absent_bounds_as_immutable_default_state; TagEkyc.IntegrationTests.Tip84BHashedApiKeyStoreTests.Production_rejects_localdev_api_key_store; TagEkyc.IntegrationTests.Tip86DecisionThresholdConfigTests.Production_rejects_invalid_liveness_threshold_with_stable_code(configuredValue: ""0""); TagEkyc.IntegrationTests.Tip83BPostgresProductionInfraTests.Signing_configuration_errors_are_not_masked_by_db_readiness; TagEkyc.IntegrationTests.Tip83ASigningKeyJwksTests.RequireHardwareSigner_still_forces_pkcs11; TagEkyc.IntegrationTests.Tip83E3RetentionConfigTests.Production_rejects_invalid_retention_window_with_stable_code(configuredValue: ""abc""); TagEkyc.IntegrationTests.Tip86DecisionThresholdConfigTests.Production_rejects_missing_face_match_threshold_first; TagEkyc.IntegrationTests.Tip83E1ReadinessEndpointTests.RQ3_repeated_database_timeouts_return_to_server_and_client_quiescence; TagEkyc.IntegrationTests.Tip86DecisionThresholdConfigTests.Production_rejects_invalid_liveness_threshold_with_stable_code(configuredValue: ""0.75""); TagEkyc.IntegrationTests.Tip83ASigningKeyJwksTests.ProductionTrialP12_fails_closed_for_invalid_required_config(pathKind: ""valid"", secretRef: null, keyId: ""tagekyc-es256-2026-v1"", expectedCode: ""PROD_SIGNING_P12_PASSWORD_SECRET_REQUIRED""); TagEkyc.IntegrationTests.Tip84BHashedApiKeyStoreTests.Pepper_secret_ref_taxonomy_is_sanitized(secretRefKind: null, expectedCode: ""PROD_APIKEY_PEPPER_SECRET_UNAVAILABLE""); TagEkyc.IntegrationTests.Tip83E1ReadinessEndpointTests.Health_stays_liveness_only_when_readiness_fails; TagEkyc.IntegrationTests.Tip86DecisionThresholdConfigTests.Production_rejects_invalid_liveness_threshold_with_stable_code(configuredValue: ""abc""); TagEkyc.IntegrationTests.Tip83E3RetentionConfigTests.Production_rejects_invalid_retention_window_with_stable_code(configuredValue: ""999999999""); TagEkyc.IntegrationTests.Tip84BHashedApiKeyStoreTests.Pepper_secret_ref_taxonomy_is_sanitized(secretRefKind: ""short"", expectedCode: ""PROD_APIKEY_PEPPER_SECRET_REF_INVALID""); TagEkyc.IntegrationTests.Tip83E3RetentionConfigTests.Production_rejects_missing_retention_policy; TagEkyc.IntegrationTests.Tip84BHashedApiKeyStoreTests.Production_rejects_plaintext_pepper_config; TagEkyc.IntegrationTests.Tip86DecisionThresholdConfigTests.Production_rejects_invalid_face_match_threshold_with_stable_code(configuredValue: ""-1""); TagEkyc.IntegrationTests.Tip83E3RetentionConfigTests.Production_accepts_valid_retention_window_and_binds_options; TagEkyc.IntegrationTests.Tip83E1ReadinessEndpointTests.Non_production_readiness_returns_ready_without_running_checks"	"Assert.Contains() Failure: Sub-string not found String: ""System.AggregateException: Some services ""··· Not found: ""Invalid evidence signing backend configur""···"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0015"	"server"	"TestResults/a1-r26-correction/integration-full-v6.trx"	"C1106B7B22034B59D71A4A77E491FAAB931AC8480EF8797B4AC701BC531A41EA"	"975"	"970"	"4"	"0"	"TagEkyc.IntegrationTests.Tip88C1C5RecipientManagementTests.C528_migration_down_and_reapply_are_disposable_and_catalog_stable; TagEkyc.IntegrationTests.Tip88C1C3RecipientPackageDeliveryTests.C325_apply_down_reapply_pending_model_and_snapshot_tripwires_are_clean; TagEkyc.IntegrationTests.Tip88C1C4RecipientPackageReferenceTests.C417_disposable_apply_down_reapply_does_not_mutate_shared_database; TagEkyc.IntegrationTests.Tip88C1C3RecipientPackageDeliveryTests.C6A18_down_reapply_is_clean"	"Npgsql.PostgresException : P0001: TIP88C1C6BA_CAPABILITY_ROLE_DEPENDENCY: tagekyc_capture_runtime_operator"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0016"	"server"	"TestResults/a1-r26-correction/r26-commit-diagnostic.trx"	"FC1C1DAF5E15832D36327F597F8E06DA3CDAA01F67C5612EC139E3B117440132"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA1CancellationHttpTests.R26_NoHeader_InternalFingerprint_ExactReplay_ChangedMetadataAndHeadersKeepFirstWinner"	"HTTP 503: {""error"":{""code"":""NOT_READY"",""message"":""Cancellation is not ready."",""correlationId"":""correlation-a""}} Synthetic DB evidence:"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0017"	"server"	"TestResults/a1-r26-correction/r26-diagnostic.trx"	"F3429939532F653A54B6D39282D3C16F6A10D0B60E5695B0B3B512651BE9226F"	"4"	"0"	"4"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA1CancellationHttpTests.R26_BindCancelRace_SessionAndCapabilityTerminalizeAtomically; TagEkyc.IntegrationTests.Tip88C1C6BA1CancellationHttpTests.R26_CrossClientCannotCancelOrReplay_NoCancelHistoryFromDeniedActor; TagEkyc.IntegrationTests.Tip88C1C6BA1CancellationHttpTests.R26_ConcurrentDifferentMetadata_ConvergesWithoutOverwritingWinner; TagEkyc.IntegrationTests.Tip88C1C6BA1CancellationHttpTests.R26_NoHeader_InternalFingerprint_ExactReplay_ChangedMetadataAndHeadersKeepFirstWinner"	"HTTP 503: {""error"":{""code"":""NOT_READY"",""message"":""Cancellation is not ready."",""correlationId"":""race-correlation""}} Synthetic DB evidence:"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0018"	"server"	"TestResults/a1-r26-correction/r26-first.trx"	"FADD881B4B19E53F4A3FEA4C28D83D75473C7E3D86A883F1BF43E609A6B92BD4"	"4"	"0"	"4"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA1CancellationHttpTests.R26_CrossClientCannotCancelOrReplay_NoCancelHistoryFromDeniedActor; TagEkyc.IntegrationTests.Tip88C1C6BA1CancellationHttpTests.R26_BindCancelRace_SessionAndCapabilityTerminalizeAtomically; TagEkyc.IntegrationTests.Tip88C1C6BA1CancellationHttpTests.R26_NoHeader_InternalFingerprint_ExactReplay_ChangedMetadataAndHeadersKeepFirstWinner; TagEkyc.IntegrationTests.Tip88C1C6BA1CancellationHttpTests.R26_ConcurrentDifferentMetadata_ConvergesWithoutOverwritingWinner"	"HTTP 503: {""error"":{""code"":""NOT_READY"",""message"":""Cancellation is not ready."",""correlationId"":""0HNOGC22QFFGJ""}}"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0019"	"server"	"TestResults/a1-r26-correction/r26-sql-diagnostic.trx"	"5A5C129D2DA97D279F4888D47CE101DE2F8D17268A9E7808CD7D34646E5BCF1E"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA1CancellationHttpTests.R26_SqlBoundary_CommitsBoundCancellation"	"Npgsql.PostgresException : 42501: permission denied for table audit_events"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0020"	"server"	"TestResults/a1-r26-correction/unit-r1.trx"	"1C9662AB952A68ACC3951A5460198996DAD205D5F06E2034555127A7BE65D3F5"	"282"	"279"	"3"	"0"	"TagEkyc.UnitTests.Tip82SSessionCancelTests.R26_concurrent_loser_returns_actual_boundary_winner_metadata; TagEkyc.UnitTests.Tip88C1C6BA1RouteRegistrationTests.ActualEndpointDataSources_AreExactExclusiveRouteSets(state: Prepared); TagEkyc.UnitTests.Tip88C1C6BA1RouteRegistrationTests.ActualEndpointDataSources_AreExactExclusiveRouteSets(state: Activated)"	"Assert.Equal() Failure: Values differ Expected: 2 Actual: 1"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0021"	"server"	"TestResults/a2-acceptance/3AVNN_LEARNPC_2026-09-13_01_39_03.trx"	"B72C0F1FB2F283E230EBD443CEA79B045C6D6E298836D1EC7C660C852A91F916"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA2ClientServerAcceptanceTests.Enroll_TransportExactReplayAndCrt1Configuration_ServerBoundary"	"Npgsql.PostgresException : 42P01: relation ""tagekyc.capture_runtime_rotation_completions"" does not exist POSITION: 22"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0022"	"server"	"TestResults/a2-acceptance/3AVNN_LEARNPC_2026-09-13_02_21_58.trx"	"C51852F06881259F6DDD034D89718A5051995B1FAD7A5E195E92EDB16947CE0E"	"3"	"0"	"3"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA2ClientServerAcceptanceTests.Bind_RestartReconcile_UsesNonsecretJournal; TagEkyc.IntegrationTests.Tip88C1C6BA2ClientServerAcceptanceTests.Enroll_TransportExactReplayAndCrt1Configuration_ServerBoundary; TagEkyc.IntegrationTests.Tip88C1C6BA2ClientServerAcceptanceTests.RuntimeAppend_UsesBindingAndNoApiKey"	"Npgsql.PostgresException : 23514: new row for relation ""capture_runtime_role_policy_revisions"" violates check constraint ""CK_role_policy_roles"" DETAIL: Detail redacted as it may contain sensitive data. Specify 'Include Error Detail' in the connection string to include this information."	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0023"	"server"	"TestResults/a2-acceptance/3AVNN_LEARNPC_2026-09-13_02_37_54.trx"	"CA360AB26EE5BF4509E2E00C47D8FBB31EC2D612B106B3B16A7C46A08674F713"	"6"	"5"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA2ClientServerAcceptanceTests.Rotate_SuccessorReplay_RetainsExactBody"	"Assert.Equal() Failure: Strings differ ↓ (pos 0) Expected: ""Active"" Actual: ""RotationPending"" ↑ (pos 0)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0024"	"server"	"TestResults/a2-acceptance/3AVNN_LEARNPC_2026-09-13_02_38_58.trx"	"33BE2C26D3D6F66401D59B2B9CD76164EAD708AE65118E3BE870963FA8EC3D8B"	"6"	"5"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA2ClientServerAcceptanceTests.Rotate_SuccessorReplay_RetainsExactBody"	"Assert.Equal() Failure: Collections differ ↓ (pos 0) Expected: HttpStatusCode[] [OK] Actual: List<HttpStatusCode> [Conflict] ↑ (pos 0)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0025"	"server"	"TestResults/a2-acceptance/3AVNN_LEARNPC_2026-09-13_02_49_41.trx"	"BE1AE78CEB156A59E44C233B7939BD9F954061D100C58C03881CA1A113CE8A38"	"6"	"5"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA2ClientServerAcceptanceTests.Crt1_ExactBytes_ServerVerifierAccepts"	"Assert.Equal() Failure: Values differ Expected: 403 Actual: 400"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0026"	"server"	"TestResults/a2-acceptance/3AVNN_LEARNPC_2026-09-13_02_51_56.trx"	"2A1AD30BD6AA833B4ECF75BF2C84BA2EEA27C0CB70E659B1FF389E26971A0275"	"6"	"5"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA2ClientServerAcceptanceTests.Crt1_ExactBytes_ServerVerifierAccepts"	"Assert.Equal() Failure: Values differ Expected: 400 Actual: 403"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0027"	"server"	"TestResults/a2-acceptance/3AVNN_LEARNPC_2026-09-13_02_54_13.trx"	"F553F843959C5C45B060A26D5C872D80A1E58C5E505E2C3CBB5400DE4973A1AC"	"6"	"5"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA2ClientServerAcceptanceTests.RuntimeAppend_UsesBindingAndNoApiKey"	"TagEkyc.CaptureAgent.Core.CaptureAgentFlowException : LIVENESS_METHOD_UNEARNED"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0028"	"server"	"TestResults/a3-a1-roundtrip-fix/a3-a1-roundtrip-fix.trx"	"C153A746AD0F10070E52C2F19FC1A63EB0AD2EF3A47573CB12C84700302CB99A"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA1PersistenceTests.FoundationMigration_ApplyRollbackReapplyEnforcesAllShapes"	"Npgsql.PostgresException : P0001: TIP88C1C6BA_CAPABILITY_ROLE_DEPENDENCY: tagekyc_capture_runtime_operator"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0029"	"server"	"TestResults/a3-a1-roundtrip-isolated/a3-a1-roundtrip-isolated.trx"	"3A92E13B771AFA12F940A16FFBC86780BA0555C665ED3557BCF2F86BEB2565DB"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA1PersistenceTests.FoundationMigration_ApplyRollbackReapplyEnforcesAllShapes"	"Assert.Equal() Failure: Collections differ ↓ (pos 562) Expected: [···, ""function:tagekyc.capture_runtime_assign_role_polic""···, ""function:tagekyc.capture_runtime_authorize_rotatio""···, ""function:tagekyc.capture_runtime_bind_capability(u""···, ""function:tagekyc.capture_runtime_cancel_session_wi""···, ""function:tagekyc.capture_runtime_claim_nonce(uuid,""···, ···] Actual: [···, ""function:tagekyc.capture_runtime_assign_role_polic""···, ""function:tagekyc.capture_runtime_authorize_rotatio""···, ""function:tagekyc.capture_runtime_bind_capability(u""···, ""function:tagekyc.capture_runtime_cancel_session_wi""···, ""function:tagekyc.capture_runtime_claim_nonce(uuid,""···, ···] ↑ (pos 562)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0030"	"server"	"TestResults/a3-client-server-focused/a3-client-server-focused.trx"	"076D1376E143E7FB5C4B0F37E6476AEF0D076CAF05CAA6E62C7A04EFFF7110AE"	"2"	"0"	"2"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3ClientServerAcceptanceTests.AgentRequestCrossesExactServerCrt1AndUnreadBodyBoundary(rawClass: LiveSelfieImage, expectedRawClass: ""LiveSelfieImage""); TagEkyc.IntegrationTests.Tip88C1C6BA3ClientServerAcceptanceTests.AgentRequestCrossesExactServerCrt1AndUnreadBodyBoundary(rawClass: ChipDg2Portrait, expectedRawClass: ""ChipDg2Portrait"")"	"TagEkyc.CaptureAgent.Core.CaptureRuntimeLocalException : NOT_READY"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0031"	"server"	"TestResults/a3-cp11-targeted/a3-cp11-targeted.trx"	"6ADAA25E90B5A895F83C9A401323D353719DA84F037A6F68EE5681EE512246A7"	"44"	"43"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA1PersistenceTests.FoundationMigration_ApplyRollbackReapplyEnforcesAllShapes"	"Assert.Equal() Failure: Collections differ ↓ (pos 24) Expected: [···, ""tagekyc.capture_runtime_complete_rotation(uuid, uu""···, ""tagekyc.capture_runtime_issue_bootstrap(uuid, uuid""···, ""tagekyc.capture_runtime_issue_or_replace_capabilit""···, ""tagekyc.capture_runtime_materialize_capability_exp""···, ""tagekyc.capture_runtime_publish_configuration(uuid""···, ···] Actual: [···, ""tagekyc.capture_runtime_complete_rotation(uuid, uu""···, ""tagekyc.capture_runtime_issue_bootstrap(uuid, uuid""···, ""tagekyc.capture_runtime_issue_or_replace_capabilit""···, ""tagekyc.capture_runtime_materialize_capability_exp""···, ""tagekyc.capture_runtime_publish_configuration(uuid""···, ···] ↑ (pos 24)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0032"	"server"	"TestResults/a3-e01-credential-lifetime-recheck/a3-e01-credential-lifetime-recheck.trx"	"DAA96D005DB3C1B0CA02D5A4221FE6D9F7991F9CAC243B907600B107945F8831"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_ReferenceSurvivesCredentialRevocationAndReplacement"	"Npgsql.PostgresException : P0001: DK-PROD canonical LOGIN role attributes invalid: tagekyc_raw_export_encryptor_login"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
